Latitude (decimal degrees):	10.738
Longitude (decimal degrees):	122.543
Elevation (m):	10
Radiation database:	PVGIS-ERA5


Slope: - deg. 
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20201114:0230,648.09,831.25,56.99,28.48,6.69,0.0
20201114:0330,667.64,859.88,61.06,29.08,6.48,0.0
20201114:0430,580.88,745.39,58.0,29.53,6.21,0.0
20201114:0530,593.67,764.48,49.4,29.57,5.86,0.0
20201114:0630,613.58,789.84,37.93,29.55,5.72,0.0
20201114:0730,571.41,730.39,25.11,29.21,5.86,0.0
20201114:0830,406.23,513.27,11.6,28.82,5.31,0.0
20201114:0930,0.0,0.0,-2.28,28.05,4.9,0.0
20201114:1030,0.0,0.0,0.0,27.35,4.9,0.0
20201114:1130,0.0,0.0,0.0,26.97,4.76,0.0
20201114:1230,0.0,0.0,0.0,26.67,4.9,0.0
20201114:1330,0.0,0.0,0.0,26.35,5.17,0.0
20201114:1430,0.0,0.0,0.0,26.02,5.31,0.0
20201114:1530,0.0,0.0,0.0,25.81,5.03,0.0
20201114:1630,0.0,0.0,0.0,25.71,4.76,0.0
20201114:1730,0.0,0.0,0.0,25.61,4.83,0.0
20201114:1830,0.0,0.0,0.0,25.68,5.1,0.0
20201114:1930,0.0,0.0,0.0,25.47,4.97,0.0
20201114:2030,0.0,0.0,0.0,25.35,5.24,0.0
20201114:2130,0.0,0.0,-4.39,25.43,5.52,0.0
20201114:2230,217.48,275.55,9.54,25.46,5.45,0.0
20201114:2330,492.07,614.04,23.11,25.67,5.93,0.0
20201115:0030,646.77,820.21,35.91,26.37,6.34,0.0
20201115:0130,588.36,748.38,47.6,27.36,6.28,0.0
20201115:0230,642.57,822.54,56.74,27.95,6.28,0.0
20201115:0330,745.76,970.55,60.8,28.6,6.14,0.0
20201115:0430,636.51,820.78,57.79,29.27,6.14,0.0
20201115:0530,597.33,767.64,49.25,29.3,5.86,0.0
20201115:0630,685.65,890.16,37.84,29.33,5.66,0.0
20201115:0730,637.67,819.82,25.06,29.23,6.0,0.0
20201115:0830,417.04,526.19,11.58,28.73,5.79,0.0
20201115:0930,0.0,0.0,-2.28,27.82,5.52,0.0
20201115:1030,0.0,0.0,0.0,27.02,5.38,0.0
20201115:1130,0.0,0.0,0.0,26.65,5.17,0.0
20201115:1230,0.0,0.0,0.0,26.53,4.97,0.0
20201115:1330,0.0,0.0,0.0,26.32,5.03,0.0
20201115:1430,0.0,0.0,0.0,26.2,5.17,0.0
20201115:1530,0.0,0.0,0.0,25.94,5.24,0.0
20201115:1630,0.0,0.0,0.0,25.82,5.03,0.0
20201115:1730,0.0,0.0,0.0,25.53,5.03,0.0
20201115:1830,0.0,0.0,0.0,25.27,5.1,0.0
20201115:1930,0.0,0.0,0.0,25.85,5.72,0.0
20201115:2030,0.0,0.0,0.0,25.79,5.45,0.0
20201115:2130,0.0,0.0,-4.48,25.73,5.03,0.0
20201115:2230,423.7,528.23,9.43,25.68,5.03,0.0
20201115:2330,597.62,758.33,22.98,26.18,4.97,0.0
20201116:0030,644.4,825.43,35.74,27.11,5.24,0.0
20201116:0130,687.09,889.63,47.4,28.11,5.38,0.0
20201116:0230,690.51,898.33,56.5,28.95,5.45,0.0
20201116:0330,738.48,969.22,60.54,29.47,5.38,0.0
20201116:0430,704.0,920.86,57.58,29.95,5.45,0.0
20201116:0530,672.58,877.45,49.11,30.01,5.38,0.0
20201116:0630,678.36,881.93,37.75,29.8,5.59,0.0
20201116:0730,498.55,634.48,25.01,29.44,5.59,0.0
20201116:0830,216.48,278.5,11.56,28.69,5.31,0.0
20201116:0930,0.0,0.0,-2.28,27.92,4.69,0.0
20201116:1030,0.0,0.0,0.0,27.28,4.55,0.0
20201116:1130,0.0,0.0,0.0,26.85,3.93,0.0
20201116:1230,0.0,0.0,0.0,26.53,4.28,0.0
20201116:1330,0.0,0.0,0.0,26.22,4.62,0.0
20201116:1430,0.0,0.0,0.0,25.93,4.28,0.0
20201116:1530,0.0,0.0,0.0,25.67,4.21,0.0
20201116:1630,0.0,0.0,0.0,25.53,4.21,0.0
20201116:1730,0.0,0.0,0.0,25.3,4.41,0.0
20201116:1830,0.0,0.0,0.0,25.18,4.62,0.0
20201116:1930,0.0,0.0,0.0,25.48,4.83,0.0
20201116:2030,0.0,0.0,0.0,25.47,4.97,0.0
20201116:2130,0.0,0.0,-4.57,25.5,4.83,0.0
20201116:2230,350.21,437.35,9.32,25.49,4.41,0.0
20201116:2330,548.42,694.89,22.85,26.0,4.28,0.0
20201117:0030,470.9,593.77,35.58,27.05,5.31,0.0
20201117:0130,435.05,552.57,47.2,27.85,5.24,0.0
20201117:0230,308.75,396.26,56.26,28.37,5.03,0.0
20201117:0330,481.14,619.72,60.29,28.59,4.34,0.0
20201117:0430,489.12,631.35,57.38,29.03,4.07,0.0
20201117:0530,554.82,720.63,48.98,29.06,4.0,0.0
20201117:0630,462.23,587.6,37.67,28.04,4.41,0.0
20201117:0730,438.54,559.03,24.96,28.61,4.14,0.0
20201117:0830,271.86,345.99,11.54,28.32,4.69,0.0
20201117:0930,0.0,0.0,-2.28,27.46,4.48,0.0
20201117:1030,0.0,0.0,0.0,26.6,4.62,0.0
20201117:1130,0.0,0.0,0.0,26.23,4.55,0.0
20201117:1230,0.0,0.0,0.0,26.03,4.48,0.0
20201117:1330,0.0,0.0,0.0,25.83,4.21,0.0
20201117:1430,0.0,0.0,0.0,25.76,4.34,0.0
20201117:1530,0.0,0.0,0.0,25.64,4.55,0.0
20201117:1630,0.0,0.0,0.0,25.52,4.41,0.0
20201117:1730,0.0,0.0,0.0,25.36,4.41,0.0
20201117:1830,0.0,0.0,0.0,25.27,4.28,0.0
20201117:1930,0.0,0.0,0.0,25.28,3.86,0.0
20201117:2030,0.0,0.0,0.0,25.25,3.79,0.0
20201117:2130,0.0,0.0,-4.66,25.25,3.79,0.0
20201117:2230,449.61,564.22,9.2,25.46,3.79,0.0
20201117:2330,617.41,791.4,22.71,26.1,3.93,0.0
20201118:0030,627.86,805.78,35.41,27.08,4.76,0.0
20201118:0130,667.56,863.47,47.0,27.82,4.83,0.0
20201118:0230,716.48,939.13,56.02,28.59,4.83,0.0
20201118:0330,623.93,811.14,60.05,29.34,4.69,0.0
20201118:0430,578.84,748.32,57.18,29.53,4.76,0.0
20201118:0530,682.48,890.05,48.85,29.53,5.17,0.0
20201118:0630,551.7,707.32,37.59,29.54,5.38,0.0
20201118:0730,567.91,728.87,24.92,29.29,5.1,0.0
20201118:0830,393.03,497.3,11.52,28.85,4.9,0.0
20201118:0930,0.0,0.0,-2.27,28.11,4.41,0.0
20201118:1030,0.0,0.0,0.0,27.4,4.41,0.0
20201118:1130,0.0,0.0,0.0,27.03,4.48,0.0
20201118:1230,0.0,0.0,0.0,26.71,4.69,0.0
20201118:1330,0.0,0.0,0.0,26.41,4.83,0.0
20201118:1430,0.0,0.0,0.0,26.02,4.83,0.0
20201118:1530,0.0,0.0,0.0,25.8,4.76,0.0
20201118:1630,0.0,0.0,0.0,25.62,4.41,0.0
20201118:1730,0.0,0.0,0.0,25.42,4.34,0.0
20201118:1830,0.0,0.0,0.0,25.41,4.48,0.0
20201118:1930,0.0,0.0,0.0,25.66,4.21,0.0
20201118:2030,0.0,0.0,0.0,25.6,4.34,0.0
20201118:2130,0.0,0.0,-4.75,25.61,4.62,0.0
20201118:2230,352.25,439.47,9.09,25.57,4.62,0.0
20201118:2330,466.16,584.74,22.57,26.06,4.76,0.0
20201119:0030,581.16,735.66,35.24,26.9,6.0,0.0
20201119:0130,662.29,851.5,46.8,27.81,5.79,0.0
20201119:0230,615.43,789.22,55.78,28.22,6.14,0.0
20201119:0330,671.77,871.77,59.81,28.57,5.72,0.0
20201119:0430,580.01,748.08,56.99,28.96,5.38,0.0
20201119:0530,433.4,551.77,48.72,28.48,5.38,0.0
20201119:0630,438.79,557.36,37.52,28.2,4.9,0.0
20201119:0730,476.03,604.86,24.88,28.27,4.69,0.0
20201119:0830,366.88,461.7,11.51,27.69,4.9,0.0
20201119:0930,0.0,0.0,-2.26,27.01,4.55,0.0
20201119:1030,0.0,0.0,0.0,26.45,4.0,0.0
20201119:1130,0.0,0.0,0.0,26.1,4.34,0.0
20201119:1230,0.0,0.0,0.0,25.88,4.48,0.0
20201119:1330,0.0,0.0,0.0,25.78,4.62,0.0
20201119:1430,0.0,0.0,0.0,25.61,4.62,0.0
20201119:1530,0.0,0.0,0.0,25.51,4.69,0.0
20201119:1630,0.0,0.0,0.0,25.49,4.48,0.0
20201119:1730,0.0,0.0,0.0,25.42,4.07,0.0
20201119:1830,0.0,0.0,0.0,25.35,3.86,0.0
20201119:1930,0.0,0.0,0.0,25.39,4.28,0.0
20201119:2030,0.0,0.0,0.0,25.42,4.14,0.0
20201119:2130,0.0,0.0,-4.85,25.44,4.07,0.0
20201119:2230,285.86,358.41,8.97,25.35,4.07,0.0
20201119:2330,576.6,730.1,22.44,25.79,4.62,0.0
20201120:0030,508.51,642.75,35.08,26.69,5.17,0.0
20201120:0130,542.91,690.53,46.6,27.37,4.9,0.0
20201120:0230,663.21,861.43,55.55,27.95,4.62,0.0
20201120:0330,591.63,767.59,59.57,28.74,4.34,0.0
20201120:0430,619.88,808.78,56.81,29.02,4.21,0.0
20201120:0530,548.71,708.94,48.6,29.17,4.28,0.0
20201120:0630,527.93,680.04,37.45,29.33,4.48,0.0
20201120:0730,547.98,704.99,24.85,29.05,4.41,0.0
20201120:0830,386.52,489.45,11.51,28.67,4.48,0.0
20201120:0930,0.0,0.0,-2.24,27.95,3.79,0.0
20201120:1030,0.0,0.0,0.0,27.3,3.66,0.0
20201120:1130,0.0,0.0,0.0,26.93,3.59,0.0
20201120:1230,0.0,0.0,0.0,26.62,3.66,0.0
20201120:1330,0.0,0.0,0.0,26.44,3.86,0.0
20201120:1430,0.0,0.0,0.0,26.2,4.14,0.0
20201120:1530,0.0,0.0,0.0,25.9,3.93,0.0
20201120:1630,0.0,0.0,0.0,25.56,4.07,0.0
20201120:1730,0.0,0.0,0.0,25.41,4.28,0.0
20201120:1830,0.0,0.0,0.0,25.32,4.41,0.0
20201120:1930,0.0,0.0,0.0,25.42,4.55,0.0
20201120:2030,0.0,0.0,0.0,25.4,4.62,0.0
20201120:2130,0.0,0.0,-4.95,25.35,4.69,0.0
20201120:2230,328.29,409.25,8.86,25.39,4.83,0.0
20201120:2330,539.47,676.33,22.3,25.68,5.45,0.0
20201121:0030,627.18,793.9,34.91,26.54,6.28,0.0
20201121:0130,667.69,854.9,46.4,27.4,6.14,0.0
20201121:0230,699.26,901.16,55.33,28.28,6.21,0.0
20201121:0330,658.36,847.01,59.35,28.9,6.34,0.0
20201121:0430,687.56,890.0,56.63,29.23,6.21,0.0
20201121:0530,728.59,948.69,48.49,29.49,6.21,0.0
20201121:0630,699.08,906.54,37.38,29.61,6.21,0.0
20201121:0730,517.22,657.61,24.82,29.16,5.79,0.0
20201121:0830,399.24,503.99,11.5,28.55,5.17,0.0
20201121:0930,0.0,0.0,-2.22,27.69,5.24,0.0
20201121:1030,0.0,0.0,0.0,26.84,5.52,0.0
20201121:1130,0.0,0.0,0.0,26.41,5.52,0.0
20201121:1230,0.0,0.0,0.0,26.06,5.52,0.0
20201121:1330,0.0,0.0,0.0,25.92,5.52,0.0
20201121:1430,0.0,0.0,0.0,25.88,5.52,0.0
20201121:1530,0.0,0.0,0.0,25.77,5.38,0.0
20201121:1630,0.0,0.0,0.0,25.57,5.52,0.0
20201121:1730,0.0,0.0,0.0,25.37,5.79,0.0
20201121:1830,0.0,0.0,0.0,25.08,5.45,0.0
20201121:1930,0.0,0.0,0.0,25.19,5.72,0.0
20201121:2030,0.0,0.0,0.0,25.06,5.93,0.0
20201121:2130,0.0,0.0,-5.05,24.97,6.21,0.0
20201121:2230,252.78,316.05,8.74,24.9,6.28,0.0
20201121:2330,426.52,527.05,22.16,25.12,6.97,0.0
20201122:0030,505.92,628.39,34.75,25.62,7.66,0.0
20201122:0130,585.79,734.3,46.21,26.3,7.52,0.0
20201122:0230,559.12,702.14,55.11,26.84,7.38,0.0
20201122:0330,637.43,808.33,59.12,27.28,7.17,0.0
20201122:0430,534.25,675.16,56.46,27.84,6.69,0.0
20201122:0530,589.19,745.8,48.38,27.64,6.76,0.0
20201122:0630,603.05,764.28,37.32,27.81,6.83,0.0
20201122:0730,316.27,398.72,24.79,28.31,7.17,0.0
20201122:0830,245.47,311.22,11.51,27.89,6.69,0.0
20201122:0930,0.0,0.0,-2.2,27.25,5.79,0.0
20201122:1030,0.0,0.0,0.0,26.85,5.1,0.0
20201122:1130,0.0,0.0,0.0,26.61,5.31,0.0
20201122:1230,0.0,0.0,0.0,26.54,5.66,0.0
20201122:1330,0.0,0.0,0.0,26.48,5.93,0.0
20201122:1430,0.0,0.0,0.0,26.43,5.79,0.0
20201122:1530,0.0,0.0,0.0,26.29,5.52,0.0
20201122:1630,0.0,0.0,0.0,26.18,5.59,0.0
20201122:1730,0.0,0.0,0.0,26.1,5.86,0.0
20201122:1830,0.0,0.0,0.0,26.06,5.93,0.0
20201122:1930,0.0,0.0,0.0,25.81,5.79,0.0
20201122:2030,0.0,0.0,0.0,25.5,6.0,0.0
20201122:2130,0.0,0.0,-5.15,25.35,5.24,0.0
20201122:2230,260.99,328.03,8.62,25.32,4.9,0.0
20201122:2330,329.89,412.06,22.02,25.66,5.72,0.0
20201123:0030,364.63,455.79,34.59,26.22,6.55,0.0
20201123:0130,204.65,265.61,46.02,26.4,6.48,0.0
20201123:0230,261.28,332.19,54.89,26.23,7.1,0.0
20201123:0330,254.76,323.5,58.91,25.87,7.03,0.0
20201123:0430,205.86,263.65,56.29,25.96,7.79,0.0
20201123:0530,256.36,321.67,48.27,25.61,7.86,0.0
20201123:0630,174.87,226.52,37.27,25.56,8.62,0.0
20201123:0730,93.61,131.0,24.77,25.99,7.79,0.0
20201123:0830,19.29,37.91,11.51,26.16,8.07,0.0
20201123:0930,0.0,0.0,-2.17,26.01,7.93,0.0
20201123:1030,0.0,0.0,0.0,25.74,7.59,0.0
20201123:1130,0.0,0.0,0.0,25.78,7.38,0.0
20201123:1230,0.0,0.0,0.0,25.83,7.24,0.0
20201123:1330,0.0,0.0,0.0,25.91,7.03,0.0
20201123:1430,0.0,0.0,0.0,25.93,6.9,0.0
20201123:1530,0.0,0.0,0.0,25.91,6.69,0.0
20201123:1630,0.0,0.0,0.0,25.74,6.28,0.0
20201123:1730,0.0,0.0,0.0,25.48,5.86,0.0
20201123:1830,0.0,0.0,0.0,25.22,5.86,0.0
20201123:1930,0.0,0.0,0.0,25.37,5.79,0.0
20201123:2030,0.0,0.0,0.0,25.19,6.0,0.0
20201123:2130,0.0,0.0,-5.25,25.03,5.86,0.0
20201123:2230,345.77,428.53,8.5,25.05,5.79,0.0
20201123:2330,481.41,598.91,21.88,25.52,6.21,0.0
20201124:0030,429.04,532.93,34.42,26.19,7.86,0.0
20201124:0130,457.22,570.84,45.83,26.54,7.86,0.0
20201124:0230,609.27,765.41,54.67,26.98,8.07,0.0
20201124:0330,590.56,743.83,58.7,27.38,7.93,0.0
20201124:0430,482.51,606.63,56.13,27.32,7.59,0.0
20201124:0530,633.48,801.69,48.17,27.04,7.31,0.0
20201124:0630,593.58,749.02,37.21,27.41,7.31,0.0
20201124:0730,422.63,524.24,24.76,26.97,8.69,0.0
20201124:0830,371.18,459.39,11.52,26.43,8.28,0.0
20201124:0930,0.0,0.0,-2.14,25.69,7.79,0.0
20201124:1030,0.0,0.0,0.0,25.31,7.1,0.0
20201124:1130,0.0,0.0,0.0,25.38,6.9,0.0
20201124:1230,0.0,0.0,0.0,25.09,6.97,0.0
20201124:1330,0.0,0.0,0.0,25.17,6.76,0.0
20201124:1430,0.0,0.0,0.0,25.03,6.62,0.0
20201124:1530,0.0,0.0,0.0,24.98,6.76,0.0
20201124:1630,0.0,0.0,0.0,24.88,6.76,0.0
20201124:1730,0.0,0.0,0.0,24.67,6.83,0.0
20201124:1830,0.0,0.0,0.0,24.67,6.76,0.0
20201124:1930,0.0,0.0,0.0,24.8,6.97,0.0
20201124:2030,0.0,0.0,0.0,24.81,6.69,0.0
20201124:2130,0.0,0.0,-5.35,24.83,6.55,0.0
20201124:2230,348.85,431.33,8.38,24.91,6.41,0.0
20201124:2330,442.74,548.45,21.74,25.27,6.55,0.0
20201125:0030,456.46,567.07,34.26,26.01,7.45,0.0
20201125:0130,634.47,798.83,45.64,26.56,7.86,0.0
20201125:0230,612.3,771.45,54.46,27.3,8.14,0.0
20201125:0330,651.08,824.12,58.49,27.56,8.21,0.0
20201125:0430,612.05,773.35,55.98,27.8,8.34,0.0
20201125:0530,709.7,902.29,48.08,27.78,8.21,0.0
20201125:0630,478.03,598.3,37.17,27.82,7.86,0.0
20201125:0730,403.32,503.96,24.74,27.52,7.31,0.0
20201125:0830,308.26,385.88,11.53,27.09,6.62,0.0
20201125:0930,0.0,0.0,-2.11,26.37,6.14,0.0
20201125:1030,0.0,0.0,0.0,25.77,5.79,0.0
20201125:1130,0.0,0.0,0.0,25.47,6.0,0.0
20201125:1230,0.0,0.0,0.0,25.42,6.0,0.0
20201125:1330,0.0,0.0,0.0,25.3,6.07,0.0
20201125:1430,0.0,0.0,0.0,25.03,5.79,0.0
20201125:1530,0.0,0.0,0.0,24.84,5.52,0.0
20201125:1630,0.0,0.0,0.0,24.86,5.38,0.0
20201125:1730,0.0,0.0,0.0,24.85,5.38,0.0
20201125:1830,0.0,0.0,0.0,24.67,5.24,0.0
20201125:1930,0.0,0.0,0.0,24.8,5.66,0.0
20201125:2030,0.0,0.0,0.0,24.71,5.66,0.0
20201125:2130,0.0,0.0,-5.45,24.66,5.52,0.0
20201125:2230,315.97,392.4,8.26,24.75,5.24,0.0
20201125:2330,464.03,579.25,21.6,25.22,5.17,0.0
20201126:0030,581.3,732.6,34.1,26.17,6.14,0.0
20201126:0130,621.13,784.36,45.45,27.11,7.66,0.0
20201126:0230,596.62,757.02,54.26,27.62,7.1,0.0
20201126:0330,678.58,866.98,58.29,28.02,7.24,0.0
20201126:0430,560.79,712.06,55.83,28.5,7.03,0.0
20201126:0530,571.72,725.84,47.99,28.61,7.03,0.0
20201126:0630,544.1,687.55,37.13,28.43,6.83,0.0
20201126:0730,599.19,761.87,24.74,28.52,6.62,0.0
20201126:0830,309.09,389.04,11.55,28.04,5.79,0.0
20201126:0930,0.0,0.0,-2.07,27.08,5.79,0.0
20201126:1030,0.0,0.0,0.0,26.15,5.38,0.0
20201126:1130,0.0,0.0,0.0,25.74,5.17,0.0
20201126:1230,0.0,0.0,0.0,25.48,4.48,0.0
20201126:1330,0.0,0.0,0.0,25.28,4.41,0.0
20201126:1430,0.0,0.0,0.0,25.23,4.28,0.0
20201126:1530,0.0,0.0,0.0,25.26,4.55,0.0
20201126:1630,0.0,0.0,0.0,25.17,4.0,0.0
20201126:1730,0.0,0.0,0.0,25.09,4.0,0.0
20201126:1830,0.0,0.0,0.0,25.04,4.14,0.0
20201126:1930,0.0,0.0,0.0,24.93,3.59,0.0
20201126:2030,0.0,0.0,0.0,24.88,3.93,0.0
20201126:2130,0.0,0.0,-5.56,24.94,4.28,0.0
20201126:2230,333.1,415.68,8.14,25.11,4.34,0.0
20201126:2330,492.85,620.38,21.46,25.54,4.14,0.0
20201127:0030,594.22,754.72,33.94,26.57,5.38,0.0
20201127:0130,481.96,608.68,45.27,27.21,5.45,0.0
20201127:0230,649.71,838.58,54.06,27.64,4.97,0.0
20201127:0330,538.28,691.35,58.1,28.17,4.83,0.0
20201127:0430,423.42,538.63,55.69,28.15,5.45,0.0
20201127:0530,280.87,359.22,47.91,27.43,6.14,0.0
20201127:0630,142.94,192.68,37.09,27.05,5.72,0.0
20201127:0730,15.87,33.55,24.73,26.99,5.38,0.0
20201127:0830,7.86,21.25,11.57,26.38,4.83,0.0
20201127:0930,0.0,0.0,-2.03,25.92,5.31,0.0
20201127:1030,0.0,0.0,0.0,25.54,5.03,0.0
20201127:1130,0.0,0.0,0.0,25.45,5.1,0.0
20201127:1230,0.0,0.0,0.0,25.6,5.45,0.0
20201127:1330,0.0,0.0,0.0,25.61,5.52,0.0
20201127:1430,0.0,0.0,0.0,25.64,5.38,0.0
20201127:1530,0.0,0.0,0.0,25.55,5.38,0.0
20201127:1630,0.0,0.0,0.0,25.45,5.31,0.0
20201127:1730,0.0,0.0,0.0,25.24,5.24,0.0
20201127:1830,0.0,0.0,0.0,25.12,5.24,0.0
20201127:1930,0.0,0.0,0.0,25.27,5.17,0.0
20201127:2030,0.0,0.0,0.0,25.18,5.17,0.0
20201127:2130,0.0,0.0,-5.67,25.22,5.17,0.0
20201127:2230,246.94,309.89,8.02,25.25,5.38,0.0
20201127:2330,388.17,482.38,21.32,25.48,5.86,0.0
20201128:0030,505.39,630.49,33.78,25.94,6.97,0.0
20201128:0130,572.19,720.09,45.09,26.73,6.97,0.0
20201128:0230,680.47,870.76,53.86,27.59,6.83,0.0
20201128:0330,734.45,950.96,57.92,28.32,6.48,0.0
20201128:0430,714.42,928.32,55.55,28.94,6.0,0.0
20201128:0530,688.18,891.67,47.83,28.77,5.79,0.0
20201128:0630,553.79,707.71,37.06,28.74,5.52,0.0
20201128:0730,609.08,779.79,24.73,28.53,5.66,0.0
20201128:0830,394.86,496.63,11.6,28.11,5.59,0.0
20201128:0930,0.0,0.0,-1.99,27.37,4.83,0.0
20201128:1030,0.0,0.0,0.0,26.6,4.62,0.0
20201128:1130,0.0,0.0,0.0,26.0,4.97,0.0
20201128:1230,0.0,0.0,0.0,25.63,5.31,0.0
20201128:1330,0.0,0.0,0.0,25.49,5.03,0.0
20201128:1430,0.0,0.0,0.0,25.52,4.62,0.0
20201128:1530,0.0,0.0,0.0,25.4,4.69,0.0
20201128:1630,0.0,0.0,0.0,25.26,5.1,0.0
20201128:1730,0.0,0.0,0.0,25.21,5.59,0.0
20201128:1830,0.0,0.0,0.0,25.01,5.72,0.0
20201128:1930,0.0,0.0,0.0,25.3,5.17,0.0
20201128:2030,0.0,0.0,0.0,25.26,4.76,0.0
20201128:2130,0.0,0.0,-5.77,25.15,4.62,0.0
20201128:2230,276.74,346.7,7.89,25.19,4.62,0.0
20201128:2330,506.9,634.8,21.18,25.49,5.24,0.0
20201129:0030,654.97,830.26,33.62,26.19,6.21,0.0
20201129:0130,618.78,786.46,44.91,27.35,6.34,0.0
20201129:0230,701.12,901.76,53.67,28.09,6.34,0.0
20201129:0330,744.38,966.55,57.74,28.76,6.34,0.0
20201129:0430,745.07,970.09,55.42,29.14,6.34,0.0
20201129:0530,771.43,1007.61,47.76,29.26,6.41,0.0
20201129:0630,686.84,886.31,37.03,29.23,6.41,0.0
20201129:0730,452.96,568.79,24.74,28.08,6.62,0.0
20201129:0830,445.59,557.77,11.63,27.59,6.28,0.0
20201129:0930,0.0,0.0,-1.94,27.1,5.31,0.0
20201129:1030,0.0,0.0,0.0,26.34,5.24,0.0
20201129:1130,0.0,0.0,0.0,25.78,5.59,0.0
20201129:1230,0.0,0.0,0.0,25.48,5.52,0.0
20201129:1330,0.0,0.0,0.0,25.44,5.66,0.0
20201129:1430,0.0,0.0,0.0,25.2,5.66,0.0
20201129:1530,0.0,0.0,0.0,24.88,5.38,0.0
20201129:1630,0.0,0.0,0.0,24.82,5.17,0.0
20201129:1730,0.0,0.0,0.0,24.75,4.9,0.0
20201129:1830,0.0,0.0,0.0,24.68,4.9,0.0
20201129:1930,0.0,0.0,0.0,24.84,5.59,0.0
20201129:2030,0.0,0.0,0.0,24.78,5.52,0.0
20201129:2130,0.0,0.0,-5.88,24.67,5.45,0.0
20201129:2230,341.44,423.07,7.77,24.71,5.31,0.0
20201129:2330,455.47,565.75,21.04,25.13,6.0,0.0
20201130:0030,477.2,594.44,33.47,25.7,6.97,0.0
20201130:0130,594.2,745.77,44.74,26.26,7.24,0.0
20201130:0230,646.26,817.07,53.48,26.83,7.17,0.0
20201130:0330,571.46,720.49,57.57,27.27,7.52,0.0
20201130:0430,627.88,792.39,55.3,26.98,7.45,0.0
20201130:0530,548.35,692.01,47.7,27.46,6.76,0.0
20201130:0630,458.92,575.01,37.01,27.19,6.76,0.0
20201130:0730,547.78,688.27,24.75,27.24,6.62,0.0
20201130:0830,326.77,408.03,11.66,26.79,6.21,0.0
20201130:0930,0.0,0.0,-1.89,26.05,6.28,0.0
20201130:1030,0.0,0.0,0.0,25.25,5.86,0.0
20201130:1130,0.0,0.0,0.0,25.08,5.72,0.0
20201130:1230,0.0,0.0,0.0,25.04,5.59,0.0
20201130:1330,0.0,0.0,0.0,25.0,5.31,0.0
20201130:1430,0.0,0.0,0.0,24.91,5.1,0.0
20201130:1530,0.0,0.0,0.0,24.9,4.83,0.0
20201130:1630,0.0,0.0,0.0,24.85,4.41,0.0
20201130:1730,0.0,0.0,0.0,24.81,4.41,0.0
20201130:1830,0.0,0.0,0.0,24.78,4.76,0.0
20201130:1930,0.0,0.0,0.0,24.96,4.9,0.0
20201130:2030,0.0,0.0,0.0,25.06,5.03,0.0
20201130:2130,0.0,0.0,-5.99,25.09,5.1,0.0
20201130:2230,375.37,465.56,7.65,24.98,5.24,0.0
20201130:2330,536.59,672.14,20.9,25.27,5.24,0.0
20201201:0030,618.4,781.45,33.31,26.24,6.21,0.0
20201201:0130,611.45,774.48,44.57,27.32,6.76,0.0
20201201:0230,480.3,606.49,53.3,28.09,6.41,0.0
20201201:0330,645.71,830.36,57.4,28.35,5.79,0.0
20201201:0430,568.58,728.02,55.19,28.94,6.28,0.0
20201201:0530,560.38,716.71,47.64,28.81,5.79,0.0
20201201:0630,451.83,571.92,36.99,28.44,5.59,0.0
20201201:0730,274.65,349.81,24.76,28.57,5.52,0.0
20201201:0830,128.51,172.83,11.69,27.95,4.76,0.0
20201201:0930,0.0,0.0,-1.83,27.36,4.28,0.0
20201201:1030,0.0,0.0,0.0,26.84,4.28,0.0
20201201:1130,0.0,0.0,0.0,26.52,4.07,0.0
20201201:1230,0.0,0.0,0.0,26.11,3.93,0.0
20201201:1330,0.0,0.0,0.0,25.91,3.31,0.0
20201201:1430,0.0,0.0,0.0,25.83,2.55,0.0
20201201:1530,0.0,0.0,0.0,25.74,2.07,0.0
20201201:1630,0.0,0.0,0.0,25.73,2.21,0.0
20201201:1730,0.0,0.0,0.0,25.7,2.21,0.0
20201201:1830,0.0,0.0,0.0,25.75,2.21,0.0
20201201:1930,0.0,0.0,0.0,24.95,2.41,0.0
20201201:2030,0.0,0.0,0.0,25.0,2.21,0.0
20201201:2130,0.0,0.0,-6.1,25.0,2.34,0.0
20201201:2230,25.28,45.58,7.52,25.04,2.0,0.0
20201201:2330,74.04,107.78,20.76,25.3,1.52,0.0
20201202:0030,105.29,147.64,33.16,25.82,1.59,0.0
20201202:0130,328.22,420.34,44.4,26.15,2.34,0.0
20201202:0230,406.74,523.18,53.12,27.02,2.9,0.0
20201202:0330,274.11,355.77,57.24,27.6,3.1,0.0
20201202:0430,374.02,483.57,55.08,27.93,3.24,0.0
20201202:0530,263.76,342.25,47.58,28.1,3.45,0.0
20201202:0630,309.22,397.8,36.98,27.75,3.17,0.0
20201202:0730,208.2,270.43,24.78,27.21,3.1,0.0
20201202:0830,76.37,110.65,11.73,27.13,2.41,0.0
20201202:0930,0.0,0.0,-1.78,26.3,1.66,0.0
20201202:1030,0.0,0.0,0.0,25.64,1.59,0.0
20201202:1130,0.0,0.0,0.0,25.63,1.66,0.0
20201202:1230,0.0,0.0,0.0,25.35,0.97,0.0
20201202:1330,0.0,0.0,0.0,25.88,0.41,0.0
20201202:1430,0.0,0.0,0.0,25.89,0.28,0.0
